price;product;quantitytoorder2p;region;skucode;skuname;url;title;ahprice;portiegrote;ahsku
1.19;ontbijt-box;1;NL;SPI-11-24709-4;Cranberry-notenmix (120g);https://www.ah.nl/producten/product/wi416632/duyvis-ongezouten-notenmix-met-cranberry;Duyvis Ongezouten notenmix met cranberry;2,59;30 Gram;857340
1.19;ontbijt-box;1;NL;SPI-11-24709-4;Cranberry-notenmix (120g);https://www.ah.nl/producten/product/wi403685/duyvis-ongezouten-notenmix-met-cranberry;Duyvis Ongezouten notenmix met cranberry;1,89;125 Gram;851163
0.48;ontbijt-box;1;NL;SPI-11-24723-4;Cranberry-pittenmix (80g);https://www.ah.nl/producten/product/wi217701/ah-frisse-cranberrymix-ongezouten;AH Frisse cranberrymix ongezouten;2,33;200 Gram;812884
0.48;ontbijt-box;1;NL;SPI-11-24723-4;Cranberry-pittenmix (80g);https://www.ah.nl/producten/product/wi460470/ah-ongebrande-notenmix-cranberry-rozijn;AH Ongebrande notenmix cranberry rozijn;1,99;200 Gram;713149
0.48;ontbijt-box;1;NL;SPI-11-24723-4;Cranberry-pittenmix (80g);https://www.ah.nl/producten/product/wi403685/duyvis-ongezouten-notenmix-met-cranberry;Duyvis Ongezouten notenmix met cranberry;1,89;125 Gram;851163
1.09;ontbijt-box;2;NL;SPI-11-24777-4;Notemix (100g);https://www.ah.nl/producten/product/wi426102/ah-ongezouten-notenmix;AH Ongezouten notenmix;2,56;200 Gram;8409
1.09;ontbijt-box;2;NL;SPI-11-24777-4;Notemix (100g);https://www.ah.nl/producten/product/wi217701/ah-frisse-cranberrymix-ongezouten;AH Frisse cranberrymix ongezouten;2,33;200 Gram;812884
1.09;ontbijt-box;2;NL;SPI-11-24777-4;Notemix (100g);https://www.ah.nl/producten/product/wi397829/ah-ongebrande-noten-mix;AH Ongebrande noten mix;2,66;200 Gram;848382
0.24;ontbijt-box;2;NL;SPI-11-48633-1;Abrikozenstukjes (40g);;product not found;product not found;product not found;product not found
0.24;ontbijt-box;2;NL;SPI-11-48633-1;Abrikozenstukjes (40g);;product not found;product not found;product not found;product not found
0.24;ontbijt-box;2;NL;SPI-11-48633-1;Abrikozenstukjes (40g);;product not found;product not found;product not found;product not found
0.30;ontbijt-box;1;NL;SPI-11-48637-1;Vijgenstukjes (40g);;product not found;product not found;product not found;product not found
0.30;ontbijt-box;1;NL;SPI-11-48637-1;Vijgenstukjes (40g);https://www.ah.nl/producten/product/wi437105/ah-verrijker-vijgenstukjes;AH Verrijker vijgenstukjes;1,99;250 Gram;63078
0.30;ontbijt-box;1;NL;SPI-11-48637-1;Vijgenstukjes (40g);;product not found;product not found;product not found;product not found
0.22;ontbijt-box;1;NL;SPI-11-48641-1;Dadelstukjes (40g);https://www.ah.nl/producten/product/wi413550/ah-witte-chocoladepasta-amandelstukjes;AH Witte chocoladepasta amandelstukjes;2,05;200 Gram;856524
0.22;ontbijt-box;1;NL;SPI-11-48641-1;Dadelstukjes (40g);https://www.ah.nl/producten/product/wi437106/ah-verrijker-amandelstukjes;AH Verrijker amandelstukjes;3,99;250 Gram;63083
0.22;ontbijt-box;1;NL;SPI-11-48641-1;Dadelstukjes (40g);https://www.ah.nl/producten/product/wi437107/ah-verrijker-dadelstukjes;AH Verrijker dadelstukjes;1,99;250 Gram;63094
0.44;ontbijt-box;2;NL;SPI-11-48676-1;Pecanstukjes (30g);;product not found;product not found;product not found;product not found
0.44;ontbijt-box;2;NL;SPI-11-48676-1;Pecanstukjes (30g);;product not found;product not found;product not found;product not found
0.44;ontbijt-box;2;NL;SPI-11-48676-1;Pecanstukjes (30g);;product not found;product not found;product not found;product not found
